scientific_name,common_name,city,state,count,mean_h
Arbutus,Marina arbutus,Huntington Beach,California,24,0.0
Fraxinus uhdei,Evergreen ash,Sacramento,California,24,
Fraxinus americana,American white ash,Los Angeles,California,24,
Syringa reticulata,Japanese tree lilac,Louisville,Kentucky,24,
Bismarckia nobilis,Bismarck palm,Cape Coral,Florida,24,
Brachychiton populneum,Bottle tree,Las Vegas,Nevada,24,
Stenocarpus sinuatus,Firewheel tree,Ontario,California,24,
Franklinia alatamaha,Franklinia,Portland,Oregon,24,
Olea europea,Olive,Rancho Cucamonga,California,24,
Betula,Birch,Denver,Colorado,24,
Quillaja saponaria,Soapbark tree,Los Angeles,California,24,
Terminalia catappa,False kamani,Honolulu,Hawaii,24,84.208
Stenocarpus sinuatus,Firewheel tree,Los Angeles,California,24,
Malus tschonoskii,Crabapple,Franklin,Wisconsin,24,
Tilia flavescens,Glenleven linden,Aurora,Colorado,24,
Alnus cordata,Italian alder,Irvine,California,24,
Thuja plicata,Western red cedar,Los Angeles,California,24,
Quercus velutina,Black oak,Pittsburgh,Pennsylvania,24,54.407
Maclura pomifera,Osage orange,Durham,North Carolina,24,26.247
Maclura pomifera,Orange osage,Houston,Texas,24,
Acer saccharum,Sugar maple,Houston,Texas,24,
Afrocarpus gracilior,Podocarpus,Rancho Cucamonga,California,24,
Spathodea campanulata,African tulip tree,Kaneohe,Hawaii,24,191.109
Bambusa,Bamboo species,San Francisco,California,23,
Pyrus calleryana,Callery pear,Nashville,Tennessee,23,
Bauhinia variegata,Mountain ebony orchid tree,Tampa,Florida,23,58.977
Crataegus viridis,Green (crataegus viridis) hawthorn,Knoxville,Tennessee,23,
Acer buergerianum,Trident maple,Greensboro,North Carolina,23,8.065
Crataegus phaenopyrum,Washington hawthorn,Aurora,Colorado,23,
Styphnolobium japonicum,Japanese pagodatree,Pittsburgh,Pennsylvania,23,0.0
Picea,Spruce,South Milwaukee,Wisconsin,23,
Syringa,Lilac,Colorado Springs,Colorado,23,
Cycas revoluta,Sago palm,Huntington Beach,California,23,0.0
Acer,Maple,Monroe,Iowa,23,
Amelanchier grandiflora,Aut bril serbry,Sioux Falls,South Dakota,23,36.517
Magnolia tripetala,Umbrella magnolia,Louisville,Kentucky,23,
Liriodendron tulipifera,Tulip poplar,Nashville,Tennessee,23,
Prunus cerasifera,Newport plum,Colorado Springs,Colorado,23,
Zelkova serrata,Autumn glow zelkova,Anaheim,California,23,
Prunus ilicifolia,Leaved cherry holly,San Francisco,California,23,
Alnus cordata,Italian alder,San Francisco,California,23,
Taxus,Taxus,Louisville,Kentucky,23,
Amelanchier,Serviceberry,Durham,North Carolina,23,
Prunus serrulata,Japanese flowering cherry,Garden Grove,California,23,49.213
Acer,Maple,Baltimore,Maryland,23,52.493
Araucaria,Araucaria species,Los Angeles,California,23,
Diospyros virginiana,Common persimmon,Los Angeles,California,23,
Prunus subhirtella,Higan cherry,Baltimore,Maryland,23,65.332
Prunus virginiana,Common chokecherry,Colorado Springs,Colorado,23,
Malus,Apple,Coon Rapids,Iowa,23,
Aesculus glabra,Ohio buckeye,Grand Rapids,Michigan,23,
Pseudotsuga menziesii,Fir douglas,Milwaukee,Wisconsin,23,
Juglans nigra,Black  walnut,Oklahoma City,Oklahoma,23,152.488
Cotinus obovatus,American smoketree,St. Louis,Missouri,23,
Quercus velutina,Black oak,Madison,Wisconsin,23,
Malus,Crabappl,Sioux Falls,South Dakota,23,38.514
Magnolia grandiflora,Southern magnolia,St. Louis,Missouri,23,
Salix babylonica,Weeping willow,Columbus,Ohio,23,
Callistemon lanceolatus,Abyssinian banana,Los Angeles,California,23,
Ceratonia siliqua,Carob,Huntington Beach,California,23,2.853
Mangifera indica,Mango,Miami,Florida,23,
Salix babylonica,Babylon weeping willow,Seattle,Washington,23,
Larix decidua,European larch,Seattle,Washington,23,
Callistemon viminalis,Weeping bottlebrush,Ontario,California,23,
Salix,Willow,Sioux Falls,South Dakota,23,120.82
Thuja occidentalis,Eastern (thuja occidentalis) arborvitae,Knoxville,Tennessee,23,
Robinia pseudoacacia,Black locust,Watertown,Wisconsin,23,
Celtis australis,European hackberry,San Francisco,California,23,
Lagerstroemia indica,Pink crape myrtle,Anaheim,California,23,
Ulmus,Elm,St. Louis,Missouri,23,
Ulmus,Elm,Newton,Iowa,23,
Quercus rubra,Northern red oak,Waukee,Iowa,23,
Parkinsonia florida,Palo verde tree,Rancho Cucamonga,California,23,
Carya illinoinensis,Pecan,Denver,Colorado,23,
Ravenea rivularis,Majesty palm,Ontario,California,23,
Acer rubrum,Redpointe red maple,Detroit,Michigan,23,
Carya ovata,Shagbark hickory,Rochester,New York,23,
Malus pumila,Common apple,Pittsburgh,Pennsylvania,23,28.386
Quercus michauxii,Swamp chestnut oak,St. Louis,Missouri,23,
Acer platanoides,Harlequin (drummond) norway maple,Seattle,Washington,23,
Tilia tomentosa,Silver linden,Buffalo,New York,23,
Betula pendula,European birch,Columbus,Ohio,23,
Betula lenta,Sweet birch,Louisville,Kentucky,23,
Cornus mas,Cornelian tree form cherry,Rochester,New York,23,
Acer freemanii,Celebration freeman maple,Columbus,Ohio,23,
Juglans regia,English walnut,Rochester,New York,23,
Acer rubrum,Red maple,Monroe,Iowa,23,
Acer negundo,Boxelder maple,Plano,Texas,23,
Ulmus americana,American elm,Watertown,Wisconsin,23,
Betula papyrifera,Paper birch,Rochester,New York,23,
Quercus,Oak,Watertown,Wisconsin,23,
Ligustrum,Privet,Durham,North Carolina,23,
Quercus imbricaria,Shingle oak,Rochester,New York,23,
Acer palmatum,Japanese maple,Greensboro,North Carolina,23,8.27
Juniperus chinensis,Chinese juniper,Las Vegas,Nevada,23,
Acer saccharum,Sugar maple,Franklin,Wisconsin,23,
Schefflera actinophylla,Queensland umbrella tree,Los Angeles,California,23,
Malus,Prarie fire crabapple,Detroit,Michigan,23,
Acer paxii,None,Los Angeles,California,23,
Chamaerops humilis,Mediterranean fan palm,Stockton,California,23,
Acer pensylvanicum,Moosewood striped/stripedbark,Seattle,Washington,23,
Ulmus,Vanguard elm,Sioux Falls,South Dakota,23,43.364
Betula nigra,River birch,Plano,Texas,23,
Cornus florida,Eastern dogwood,New Orleans,Louisiana,23,
Ginkgo biloba,Female gingko,Rochester,New York,23,
Hymenosporum flavum,Sweetshade,Huntington Beach,California,23,4.279
Halesia carolina,Carolina silverbell,Louisville,Kentucky,23,
Fraxinus americana,White ash,Franklin,Wisconsin,23,
Ginkgo biloba,Gingko (princeton sentry),St. Louis,Missouri,23,
Eucalyptus robusta,Swamp mahogany,San Francisco,California,23,
Pinus jeffreyi,Jeffrey pine,Los Angeles,California,23,
Pistacia chinensis,Chinese pistache,Austin,Texas,23,80.595
Hymenosporum flavum,Sweetshade,Rancho Cucamonga,California,23,
Celtis occidentalis,Northern hackberry,Mitchellville,Iowa,22,
Salix matsudana,Corkscrew willow,Los Angeles,California,22,
Acer saccharum,Flashfire sugar maple,Detroit,Michigan,22,
Quercus coccinea,Scarlet oak,Detroit,Michigan,22,
Gleditsia triacanthos,Honeylcst shdmstr,Sioux Falls,South Dakota,22,59.204
Arbutus menziesii,Madrona,San Diego,California,22,
Diospyros virginiana,American (common) persimmon,Seattle,Washington,22,
Pyrus calleryana,Callery pear,Colorado Springs,Colorado,22,
Celtis sinensis,Chinese hackberry,Huntington Beach,California,22,11.93
Nerium oleander,Oleander,Tampa,Florida,22,40.265
Picea pungens,Blue spruce,Adair,Iowa,22,
Fraxinus uhdei,Tomlinson ash,Los Angeles,California,22,
Quercus palustris,Pin oak,Aurora,Colorado,22,
Araucaria columnaris,Star pine,New Orleans,Louisiana,22,
Eucalyptus viminalis,Ribbon gum eucalyptus,Irvine,California,22,
Quercus palustris,Pin oak,Durham,North Carolina,22,26.247
Prosopis glandulosa,Honey mesquite,Houston,Texas,22,
Persea americana,Avocado,Stockton,California,22,
Platanus acerifolia,Sycamore,Madison,Wisconsin,22,
Quercus palustris,Pin oak,Greensboro,North Carolina,22,8.062
Calophyllum inophyllum,Kamani,Honolulu,Hawaii,22,122.882
Paulownia tomentosa,Princess tree,Los Angeles,California,22,
Roystonea,Royal palm,Kailua,Hawaii,22,70.24
Ginkgo biloba,Fastigiata ginkgo,Seattle,Washington,22,
Tilia tomentosa,Silver gm linden,Sioux Falls,South Dakota,22,39.221
Olea europaea,Majestic beauty fruitless olive,San Francisco,California,22,
Prunus serotina,Black cherry,Milwaukee,Wisconsin,22,
Araucaria bidwillii,Bunya tree bunya,Los Angeles,California,22,
Lysiloma sabicu,Horseflesh mahogany,Cape Coral,Florida,22,
Citrus aurantifolia,Lime,Los Angeles,California,22,
Brahea armata,Mexican blue palm,Anaheim,California,22,
Archontophoenix cunninghamiana,King palm,San Francisco,California,22,
Acer saccharinum,Silver maple,Panora,Iowa,22,
Fraxinus americana,White ash,Dallas,Texas,22,
Chionanthus retusus,Chinese fringe tree,San Diego,California,22,
Prunus,Plum,Santa Rosa,California,22,56.52
Ulmus,Elm,South Milwaukee,Wisconsin,22,
Betula papyrifera,Paper birch,Glendale,Wisconsin,22,
Sequoiadendron giganteum,Giant sequoia,Denver,Colorado,22,
Betula papyrifera,Paper birch,Los Angeles,California,22,
Morus rubra,Red mulberry,Tampa,Florida,22,78.576
Tristaniopsis laurina,Water gum,Garden Grove,California,22,135.707
Magnolia,Butterfly magnolia,Seattle,Washington,22,
Bauhinia variegata,Purple orchid tree,Huntington Beach,California,22,13.422
Fremontodendron,Flannel bush tree,San Francisco,California,22,
Quercus ellipsoidalis,Northern pin oak,Madison,Wisconsin,22,
Pyrus,Pear,Milwaukee,Wisconsin,22,
Schotia brachypetala,Bean weeping boer,Honolulu,Hawaii,22,78.376
Juglans nigra,Black walnut,Franklin,Wisconsin,22,
Betula populifolia,Grey birch,Columbus,Ohio,22,
Bischofia,Bischofia,Cape Coral,Florida,22,
Schefflera,Schefflera,Orlando,Florida,22,
Prunus,Okame (prunus x incamp) cherry,Knoxville,Tennessee,22,
Quercus muehlenbergii,Chinquapin oak,Austin,Texas,22,48.914
Juniperus virginiana,Eastern red cedar,Pleasant Hill,Iowa,22,
Acer platanoides,Norway maple,Cudahy,Wisconsin,22,
Acer platanoides,Norway maple,Brown Deer,Wisconsin,22,
Acer saccharinum,Silver maple,Kellogg,Iowa,22,
Malus,Spring snow crabapple,Detroit,Michigan,22,
Tamarix aphylla,Athel,Las Vegas,Nevada,22,
Prunus serotina,Black cherry,Denver,Colorado,22,
Fraxinus americana,White ash,Cudahy,Wisconsin,22,
Liriodendron tulipifera,Emerald city tulip tree,Detroit,Michigan,22,
Lagerstroemia indica,Common crapemyrtle,St. Louis,Missouri,22,
Prosopis alba,Thornless hybrid mesquite,Las Vegas,Nevada,22,
Populus alba,White poplar,Los Angeles,California,22,
Cedrus atlantica,Atlas cedar,Stockton,California,22,
Xylosma congestum,Xylosma,Stockton,California,22,
Acer saccharum,Sugar maple,Sully,Iowa,22,
Xylosma congestum,Xylosma,Ontario,California,22,
Ravenala madagascariensis,Travelers tree,Miami,Florida,22,
Quillaja saponaria,Chilean soapbark,San Francisco,California,22,
Wodyetia bifurcata,Foxtail palm,Tampa,Florida,22,59.801
Acer saccharum,Sugar maple,West Milwaukee,Wisconsin,22,
Cotinus obovatus,American smoketree,Columbus,Ohio,22,
Aesculus hippocastanum,Chestnut horse,Milwaukee,Wisconsin,22,
Pinus sylvestris,Scotch pine,Bondurant,Iowa,22,
Liriodendron tulipifera,Emerald city tulip tree,Seattle,Washington,22,
Acer truncatum,Norwegian sunset,Overland Park,Kansas,22,
Coccoloba diversifolia,Doveplum,Miami,Florida,22,
Parkinsonia microphylla,Foothill palo verde,Las Vegas,Nevada,22,
Hamamelis virginiana,Witch hazel,Louisville,Kentucky,22,
Alnus,Alder,Denver,Colorado,22,
Platanus,Sycamore,Milwaukee,Wisconsin,22,
Thuja occidentalis,Arborvitae,Greensboro,North Carolina,22,8.126
Gleditsia triacanthos,Honeylocust,Windsor Heights,Iowa,22,
Pyrus communis,Common pear,Dallas,Texas,22,
Malus,Common apple,St. Louis,Missouri,22,
Prunus avium,Sweet cherry,Pittsburgh,Pennsylvania,22,90.497
Eriobotrya japonica,Edible loquat,Garden Grove,California,22,58.16
Celtis occidentalis,Chicago hackberry,Columbus,Ohio,22,
Casuarina equisetifolia,Horsetail tree,Stockton,California,22,
Populus,Poplar,Denver,Colorado,22,
Robinia pseudoacacia,Black (robinia pseudoacacia) locust,Knoxville,Tennessee,22,
Cotinus coggygria,Smoke tree,Grand Rapids,Michigan,22,
Alnus glutinosa,Common alder,St. Louis,Missouri,22,
Gleditsia triacanthos,Honeylocust,Greenfield,Wisconsin,22,
Platanus acerifolia,London planetree,Richmond,Virginia,22,
Melaleuca linariifolia,Flaxleaf paperbark,Anaheim,California,22,
Melaleuca ericifolia,Heath melaleuca,Anaheim,California,22,
Rhaphiolepis indica,Indian hawthorn,Los Angeles,California,22,
Tamarix aphylla,Athel tree,Huntington Beach,California,22,0.0
Eucalyptus pulverulenta,Silver mountain gum tree,San Francisco,California,22,
Ficus microcarpa,Chinese banyan,Kaneohe,Hawaii,22,151.963
Quercus palustris,Sovereign pin oak,Washington DC,District of Columbia,22,
Carpinus caroliniana,Musclewood,Milwaukee,Wisconsin,22,
Acer freemanii,Maple autumn blaze,Huntington Beach,California,22,32.808
Melaleuca viminalis,Weeping bottlebrush,Huntington Beach,California,21,0.0
Cornus,Dogwood,Louisville,Kentucky,21,
Albizia,Albizia,Anaheim,California,21,
Bauhinia blakeana,Hong kong orchid tree,Kaneohe,Hawaii,21,83.74
Melia azedarach,Chinaberry,Anaheim,California,21,
Casuarina stricta,Beefwood,Los Angeles,California,21,
Cornus florida,Flowering dogwood,Detroit,Michigan,21,
Malus sylvestris,Edible apple,Stockton,California,21,
Fraxinus pennsylvanica,Green ash,Stockton,California,21,
Chionanthus virginicus,White fringetree,Buffalo,New York,21,
Quercus engelmannii,Engelmann oak,Huntington Beach,California,21,0.0
Pyrus,Pear,Polk City,Iowa,21,
Tilia americana,American basswood,Newton,Iowa,21,
Juglans nigra,Black walnut,Aurora,Colorado,21,
Halesia tetraptera,Arnold pink silverbell,Buffalo,New York,21,
Acer saccharinum,Silver maple,Granger,Iowa,21,
Phoenix dactylifera,Date palm,Stockton,California,21,
Prosopis glandulosa,Honey mesquite,Dallas,Texas,21,
Picea,Spruce,Bondurant,Iowa,21,
Taxodium ascendens,Pond cypress,Washington DC,District of Columbia,21,
Acer saccharum,Sugar  maple,Oklahoma City,Oklahoma,21,75.616
Fraxinus excelsior,European ash,Milwaukee,Wisconsin,21,
Pyrus calleryana,Rancho pear,Seattle,Washington,21,
Araucaria heterophylla,Norfolk island pine,Huntington Beach,California,21,3.125
Pyrus calleryana,Redspire callery pear,Detroit,Michigan,21,
Quercus bicolor,Swamp white oak,Bondurant,Iowa,21,
Platanus mexicana,Mexican sycamore,Anaheim,California,21,
Fraxinus pennsylvanica,Green (fraxinus pennsylvanica) ash,Knoxville,Tennessee,21,
Morus alba,Mulbry weeping,Sioux Falls,South Dakota,21,20.622
Pyrus communis,Common pear,Pittsburgh,Pennsylvania,21,64.836
Tipuana tipu,Tipu,Garden Grove,California,21,84.364
Acer saccharinum,Silver maple,Sully,Iowa,21,
Fraxinus velutina,Arizona ash,Huntington Beach,California,21,7.812
Thevetia peruviana,Yellow oleander,Los Angeles,California,21,
Fagus sylvatica,European beech,San Francisco,California,21,
Cornus mas,Cornelian cherry,Detroit,Michigan,21,
Syringa reticulata,Japanese tree lilac,Overland Park,Kansas,21,
Asimina triloba,Pawpaw,Columbus,Ohio,21,
Cocculus laurifolius,Leafed snailseed laurel,Garden Grove,California,21,110.142
Casuarina equisetifolia,Ironwood,Detroit,Michigan,21,
Cercis canadensis,Eastern redbud,Tampa,Florida,21,52.65
Carica papaya,Papaya,Orlando,Florida,21,
Koelreuteria paniculata,Goldenrain tree,Tampa,Florida,21,74.885
Dypsis decaryi,Triangle palm,Huntington Beach,California,21,0.0
Tsuga canadensis,Hemlock,Greensboro,North Carolina,21,8.224
Roseodendron chryseum,Yellow trumpet tree,Kailua,Hawaii,21,73.741
Prunus serotina,Black cherry,Newton,Iowa,21,
Catalpa speciosa,Western catalpa,Stockton,California,21,
Acer,Armstrong maple,Detroit,Michigan,21,
Quercus palustris,Pin oak,Colorado Springs,Colorado,21,
Acer japonicum,Japanese maple,San Francisco,California,21,
Salix alba,Willowgolden,Sioux Falls,South Dakota,21,79.365
Acer nigrum,Black maple,Union,Iowa,21,
Pinus,Pine,Glendale,Wisconsin,21,
Cercidiphyllum japonicum,Katsura tree,Los Angeles,California,21,
Salix matsudana,Corkscrew willow,Denver,Colorado,21,
Malus,Radiant crabapple,Washington DC,District of Columbia,21,
Acer miyabei,Miyabei maple,Rochester,New York,21,
Casasia clusiifolia,Seven year apple,Cape Coral,Florida,21,
Nerium oleander,Oleander,Orlando,Florida,21,
Ilex opaca,American holly,St. Louis,Missouri,21,
Koelreuteria paniculata,Goldenrain tree,Louisville,Kentucky,21,
Erythrina caffra,Kaffirboom coral tree,Anaheim,California,21,
Prunus padus,(european) bird cherry,Seattle,Washington,21,
Carya illinoinensis,Pecan,Portland,Oregon,21,
Filicium decipiens,Fern tree,Honolulu,Hawaii,21,81.709
Fortunella margarita,Kumquat,Los Angeles,California,21,
Cedrus deodara,Deodar cedar,Baltimore,Maryland,21,109.205
Celtis occidentalis,Common hackberry,Hales Corners,Wisconsin,21,
Carya glabra,Pignut hickory,Buffalo,New York,21,
Cedrus deodara,Deodar cedar,Houston,Texas,21,
Carya,Hickory,Madison,Wisconsin,21,
Ficus rubiginosa,Rusty leaf fig,Ontario,California,21,
Prunus armeniaca,Apricot,Ontario,California,21,
Pinus sylvestris,Scotch pine,Waukee,Iowa,21,
Salix nigra,Black willow,Los Angeles,California,21,
Quercus nigra,oak water 04,Houston,Texas,21,
Cycas revoluta,Sago palm,Kailua,Hawaii,21,18.591
Betula platyphylla,Crimson frost birch,St. Louis,Missouri,21,
Yucca gloriosa,Spanish dagger,Huntington Beach,California,21,0.0
Pinus muricata,Bishop pine,San Francisco,California,21,
Acer rubrum,Columnare red maple,Washington DC,District of Columbia,21,
Cupressus forbesii,Forbes cypress,Los Angeles,California,21,
Quercus macrocarpa,Bur oak,Carlisle,Iowa,21,
Sequoia sempervirens,Redwood,Rancho Cucamonga,California,21,
Prunus yedoensis,Yoshino cherry,Louisville,Kentucky,21,
Acer platanoides,Norway maple,Panora,Iowa,21,
Populus deltoides,Sioux cottonwood,Colorado Springs,Colorado,21,
Betula pendula,European white birch,Garden Grove,California,21,77.334
Magnolia,magnolia,Rochester,New York,21,
Quercus stellata,Post oak,St. Louis,Missouri,21,
Aesculus glabra,Ohio buckeye,Colorado Springs,Colorado,21,
Cedrus atlantica,Atlas cedar,Baltimore,Maryland,21,89.676
Wodyetia bifurcata,Foxtail palm,Kailua,Hawaii,21,30.309
Myrtus communis,Myrtle,Las Vegas,Nevada,21,
Acer platanoides,Maplnwy deborah,Sioux Falls,South Dakota,21,37.495
Ulmus,Pioneer elm,Washington DC,District of Columbia,21,
Diospyros,Persimmon,Columbus,Ohio,21,
Cercis,Redbud,Aurora,Colorado,21,
Prunus cerasifera,Newport plum,Buffalo,New York,21,
Ilex cornuta,Chinese holly,Orlando,Florida,21,
Quercus muehlenbergii,Chinkapin oak,Rochester,New York,21,
Prunus cerasifera,Leafed plum purple,New Orleans,Louisiana,21,
Schinus terebinthifolia,Brazilian pepper,Tampa,Florida,21,50.15
Populus tremuloides,Quaking aspen,New Berlin,Wisconsin,20,
Castanea,Chestnut,Seattle,Washington,20,
Thespesia populnea,Milo,Kaneohe,Hawaii,20,69.554
Ostrya virginiana,Eastern hophornbeam,Durham,North Carolina,20,17.342
Lagerstroemia indica,Arapaho crape myrtle,Anaheim,California,20,
Castanea mollissima,Chinese chestnut,Denver,Colorado,20,
Aesculus pavia,Red buckeye,Pittsburgh,Pennsylvania,20,17.881
Catalpa speciosa,Western catalpa,Durham,North Carolina,20,
Quercus robur,Skyrocket english oak,Detroit,Michigan,20,
Populus,Poplar,Wauwatosa,Wisconsin,20,
Quercus virginiana,Quercus virginiana,Miami,Florida,20,
Lagerstroemia,Crepe myrtle,Louisville,Kentucky,20,
Aleurites moluccanus,Kukui,Kaneohe,Hawaii,20,60.203
Chilopsis linearis,Desert willow,Houston,Texas,20,
Fraxinus pennsylvanica,Green ash,Albuquerque,New Mexico,20,74.769
Archontophoenix cunninghamiana,King palm,Orlando,Florida,20,
Sophora japonica,Japanese pagodatree,Pittsburgh,Pennsylvania,20,120.407
Betula lenta,Black birch,Boston,Massachusetts,20,
Quercus macrocarpa,Bur oak,Austin,Texas,20,77.592
Ligustrum japonicum,Japanese (waxleaf) privet,Seattle,Washington,20,
Platanus occidentalis,American sycamore,Pleasant Hill,Iowa,20,
Morus alba,White mulberry,Austin,Texas,20,62.992
Cinnamomum burmannii,Indonesian cinnamon,Honolulu,Hawaii,20,48.064
